"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","returns [] when no cases match","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","findRecentByFullName","",""
"","32","emits BROKEN_TESTS_PRESENT warning when a test is BROKEN","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","20","400 VALIDATION_ERROR for invalid days","GET /api/v1/projects/:projectId/failure-trends (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","passes the same TxClient to both runRepo.create and caseRepo.createMany","ingestTestRun","2026-06-13","passed","2026-06-13","","transactional persistence","",""
"","1","returns HEALTHY at the exact HEALTHY ceiling (failureRate = 0.05, brokenTestCount = 0, flakyTestCount = 5)","evaluateHealth","2026-06-13","passed","2026-06-13","","HEALTHY","",""
"","0","returns CRITICAL at 25 with network category","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","2","throws a 404 error when repo.findById returns null","getProject","2026-06-13","passed","2026-06-13","","","",""
"","0","does not attach failureMessage for passed results","jestAdapter","2026-06-13","passed","2026-06-13","","failureMessage extraction","",""
"","49","creates a project with name, slug, and description and returns the success envelope","POST /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","201 happy path","",""
"","23","emits one summary per distinct fullName","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","computeReliabilitySummaries","",""
"","1","handles three-level nesting","playwrightAdapter","2026-06-13","passed","2026-06-13","","suite hierarchy","",""
"","1","throws IngestionFailedError when a spec is missing title","playwrightAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","62","201 creates a run from a canonical body with testRun and testCases","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","JSON path (application/json)","",""
"","20","rejects a slug containing underscores or other special chars","POST /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","23","returns the total count of case results for the project","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","countByProject","",""
"","87","last page (limit 10, offset 20) returns the partial 5-row tail, with total 25","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","pagination over 25 rows","list","",""
"","1","applies threshold rules when not stale (29 days ago)","assignSeverity","2026-06-13","passed","2026-06-13","","stale precedence (lastSeenAt > 30 days ago)","",""
"","0","returns null for a generic Error","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","0","returns false for non-pg-shaped input: null","isForeignKeyViolation","2026-06-13","passed","2026-06-13","","","",""
"","1","returns HEALTHY when totalRuns is 0 even if other inputs look bad","evaluateHealth","2026-06-13","passed","2026-06-13","","HEALTHY","",""
"","77","200 returns full overview shape with ingested data","GET /api/v1/projects/:projectId/overview (integration)","2026-06-13","passed","2026-06-13","","","",""
"","26","excludes case results from other projects","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","countByStatus","",""
"","1","ignores LOW and MEDIUM patterns","detectIssues","2026-06-13","passed","2026-06-13","","HIGH_SEVERITY_PATTERN / CRITICAL_SEVERITY_PATTERN","",""
"","2","can run TypeScript tests","Jest setup","2026-06-13","passed","2026-06-13","","","",""
"","6","parses a single-suite, single-spec, single-test report","playwrightAdapter","2026-06-13","passed","2026-06-13","","happy path","",""
"","28","201 creates a run from a JUnit XML file upload","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","2","rejects non-string inputs","isProjectHealthStatus","2026-06-13","passed","2026-06-13","","","",""
"","1","rethrows the original fn error (not the rollback error) and still releases","withTransaction","2026-06-13","passed","2026-06-13","","when ROLLBACK itself throws during error handling","",""
"","8","does not wrap errors from /health in the envelope","error-handler plugin","2026-06-13","passed","2026-06-13","","outside /api/v1 (pass-through)","",""
"","1","returns FLAKY when SKIPPED is mixed in but the non-skipped slice is still a mix","classifyReliability","2026-06-13","passed","2026-06-13","","FLAKY classifications","",""
"","25","returns one bucket per day with totalRuns, failedRuns, and passRate","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","2","does not allow overrides to override projectId — input.projectId wins","ingestTestRun","2026-06-13","passed","2026-06-13","","overrides merging","",""
"","5","maps patterns to FailurePatternItem[] on happy path","getFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","48","advances last_seen_at on conflict (NOW() > original)","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","upsertByPattern","",""
"","20","returns null for an unknown id","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","findById","",""
"","1","emits CRITICAL_SEVERITY_PATTERN once per CRITICAL pattern; CRITICAL does NOT also fire the HIGH warning","detectIssues","2026-06-13","passed","2026-06-13","","HIGH_SEVERITY_PATTERN / CRITICAL_SEVERITY_PATTERN","",""
"","1","returns WARNING at flakyTestCount = 15 (upper boundary, not yet CRITICAL)","evaluateHealth","2026-06-13","passed","2026-06-13","","WARNING","",""
"","59","200 returns empty list when project has no runs","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs","",""
"","1","joins ancestorTitles with "" > "" for suiteName","jestAdapter","2026-06-13","passed","2026-06-13","","ancestorTitles join","",""
"","2","throws IngestionFailedError when a testcase has no name attribute","junitXmlAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","22","400 VALIDATION_ERROR for invalid days param","GET /api/v1/projects/:projectId/flaky-tests (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","flattens assertionResults across multiple testResult files","jestAdapter","2026-06-13","passed","2026-06-13","","ancestorTitles join","",""
"","0","detects network category from ""connection refused""","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","1","returns FLAKY for a mix of PASSED and ERROR","classifyReliability","2026-06-13","passed","2026-06-13","","FLAKY classifications","",""
"","5","returns RunResponse on happy path","getRun","2026-06-13","passed","2026-06-13","","","",""
"","2","passes the same TxClient to runRepo.create, caseRepo.createMany, and patternRepo.upsertByPattern","ingestTestRun","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","1","throws IngestionFailedError when body is not an object","playwrightAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","5","contains the spec-defined values in order","RELIABILITY_STATES","2026-06-13","passed","2026-06-13","","","",""
"","24","inserts a new pattern with occurrenceCount=1 and matching timestamps","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","upsertByPattern","",""
"","28","propagates overrides (branch, environment) as form fields onto the persisted run","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","24","rolls back TestRun AND its cases together when withTransaction throws (cross-table atomicity)","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","createMany","",""
"","1","returns empty result when no summaries exist","getFlakyTests","2026-06-13","passed","2026-06-13","","","",""
"","62","returns a valid ISO 8601 timestamp","GET /health","2026-06-13","passed","2026-06-13","","when the database is reachable","",""
"","2","empty overrides preserves parsed branch and environment","ingestTestRun","2026-06-13","passed","2026-06-13","","overrides merging","",""
"","1","does not attempt ROLLBACK, releases, and rethrows the BEGIN error","withTransaction","2026-06-13","passed","2026-06-13","","when BEGIN itself throws","",""
"","25","isolates results to the requested project","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","computeReliabilitySummaries","",""
"","24","filters by branch only","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","2","accepts LOW","isFailureSeverity","2026-06-13","passed","2026-06-13","","","",""
"","21","returns null for an unknown slug","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","findBySlug","",""
"","1","applies defaults (page=1, limit=50) when input is empty and computes offset=0","listProjects","2026-06-13","passed","2026-06-13","","","",""
"","25","404 RUN_NOT_FOUND when runId belongs to a different project","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs/:runId","",""
"","2","throws IngestionFailedError when suites array is missing","playwrightAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","27","persists one failure_patterns row per distinct failure on a FAILED ingestion","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","23","groups runs from the same week into one bucket when bucketSize is ""week""","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","42","200 returns WARNING or CRITICAL when there are failing runs and broken tests","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","","",""
"","3","returns CRITICAL for brokenTestCount >> 3 (4, 10)","evaluateHealth","2026-06-13","passed","2026-06-13","","CRITICAL","",""
"","21","400 when the file part is missing","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","21","400 when format is not one of the allowed values","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","29","returns OverviewResponse with all counts, rates, status, and lists","getProjectOverview","2026-06-13","passed","2026-06-13","","","",""
"","26","returns cases ordered by parent run executed_at DESC","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","findRecentByFullName","",""
"","0","returns false for non-pg-shaped input: ""oops""","isForeignKeyViolation","2026-06-13","passed","2026-06-13","","","",""
"","22","201 creates a run with testCaseCount: 0 when testCases is empty","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","JSON path (application/json)","",""
"","1","runs ROLLBACK, releases, and rethrows the same error instance","withTransaction","2026-06-13","passed","2026-06-13","","when fn throws","",""
"","1","rejects unknown strings","isFailureSeverity","2026-06-13","passed","2026-06-13","","","",""
"","1","throws IngestionFailedError on unrecognised Playwright status","playwrightAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","1","returns MEDIUM at 19 with timeout (below both the elevated and HIGH thresholds)","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","5","returns empty arrays for a healthy input with no patterns","detectIssues","2026-06-13","passed","2026-06-13","","","",""
"","2","returns HEALTHY with passRate=100 / failureRate=0 when totalRuns is 0","getProjectHealth","2026-06-13","passed","2026-06-13","","","",""
"","23","returns buckets in date ASC order (oldest first)","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","5","returns mapped items, total, page, and limit (happy path)","listProjects","2026-06-13","passed","2026-06-13","","","",""
"","21","400 VALIDATION_ERROR when sourceType is missing","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","JSON path (application/json)","",""
"","1","wraps an empty object","success","2026-06-13","passed","2026-06-13","","","",""
"","2","computes passRate / failureRate as percentages rounded to 1 decimal","getProjectHealth","2026-06-13","passed","2026-06-13","","","",""
"","27","increments occurrence_count on a second ingestion with the same failure","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","3","does not emit when brokenTestCount=0","detectIssues","2026-06-13","passed","2026-06-13","","BROKEN_TESTS_PRESENT / BROKEN_TESTS_THRESHOLD","",""
"","2","rolls back the entire transaction when pattern upsert throws","ingestTestRun","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","22","applies default pagination (page=1, limit=50) when no query is provided","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","200 success","",""
"","25","200 weekly bucketing groups runs from the same ISO week into one bucket","GET /api/v1/projects/:projectId/failure-trends (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","falls back to ""Unknown failure in <testName>"" when both message and type are empty","extractPattern","2026-06-13","passed","2026-06-13","","fallbacks when failureMessage is absent","",""
"","20","rejects page=0 (below minimum)","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","2","forwards branch, environment, status filters to runRepo.listByProject","listRuns","2026-06-13","passed","2026-06-13","","","",""
"","23","400 VALIDATION_ERROR for invalid days","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","","",""
"","0","returns an error object with exactly two keys (code, message)","failure","2026-06-13","passed","2026-06-13","","","",""
"","2","maps topFailurePatterns to 3-field subset (pattern, severity, occurrenceCount)","getProjectOverview","2026-06-13","passed","2026-06-13","","","",""
"","1","returns false for non-pg-shaped input: null","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","23","persists exact canonical pattern string with assertion category and LOW severity for a single occurrence","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","30","rejects a duplicate slug with UniqueConstraintError","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","1","rejects unknown strings","isTestRunStatus","2026-06-13","passed","2026-06-13","","","",""
"","1","scrubs ISO timestamps from messages","extractPattern","2026-06-13","passed","2026-06-13","","happy path — scrubbing volatile substrings","",""
"","0","wraps null","success","2026-06-13","passed","2026-06-13","","","",""
"","20","rejects a slug containing uppercase characters","POST /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","0","wraps an array payload in a { data } envelope","success","2026-06-13","passed","2026-06-13","","","",""
"","1","rejects non-string inputs","isTestRunStatus","2026-06-13","passed","2026-06-13","","","",""
"","1","defaults run metadata to {} when absent","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","field defaults","",""
"","1","returns CRITICAL for brokenTestCount = 3","evaluateHealth","2026-06-13","passed","2026-06-13","","CRITICAL","",""
"","1","flattens multiple <testsuite> elements within <testsuites>","junitXmlAdapter","2026-06-13","passed","2026-06-13","","root format variants","",""
"","1","does not attach a failureMessage for passed results","playwrightAdapter","2026-06-13","passed","2026-06-13","","failure message extraction","",""
"","12","returns mapped CaseResponse[] on happy path","getRunCases","2026-06-13","passed","2026-06-13","","","",""
"","1","maps an <error> child element to FAILED","junitXmlAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","1","maps Playwright status interrupted to FAILED","playwrightAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","2","does not invoke the pattern repo when there are no FAILED/ERROR cases with signal","ingestTestRun","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","0","preserves unicode characters in the test name","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","3","truncates patterns longer than 200 characters with an ellipsis","extractPattern","2026-06-13","passed","2026-06-13","","miscellaneous","",""
"","2","maps a <failure> child element to FAILED","junitXmlAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","1","returns all cases when query.status is omitted","getRunCases","2026-06-13","passed","2026-06-13","","","",""
"","4","contains the spec-defined values in order","TEST_CASE_STATUSES","2026-06-13","passed","2026-06-13","","","",""
"","24","rejects an unknown projectId with ForeignKeyError","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","59","returns status ok and database disconnected","GET /health","2026-06-13","passed","2026-06-13","","when the database is unreachable","",""
"","1","returns HIGH at 25 with assertion category (not in the CRITICAL set)","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","1","deduplicates within a batch: 2 cases sharing a pattern → 1 upsert call","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","0","accepts BROKEN","isReliabilityState","2026-06-13","passed","2026-06-13","","","",""
"","21","returns null when the project has no runs","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findMostRecentByProject","",""
"","3","returns HIGH at 24 with timeout (falls to HIGH via the >=20 rule)","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","1","accepts CRITICAL","isFailureSeverity","2026-06-13","passed","2026-06-13","","","",""
"","1","emits BROKEN_TESTS_PRESENT warning when one test is BROKEN","getProjectHealth","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","1","attempts ROLLBACK, releases, and rethrows the COMMIT error","withTransaction","2026-06-13","passed","2026-06-13","","when COMMIT throws after fn succeeds","",""
"","1","opens exactly one transaction (pool.connect called once)","ingestTestRun","2026-06-13","passed","2026-06-13","","transactional persistence","",""
"","28","returns the correct total count across all rows","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","list","",""
"","48","returns the most-recently-ingested run when all have NULL executedAt (ingested_at DESC tie-breaker)","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findMostRecentByProject","",""
"","20","returns null for an unknown id","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findById","",""
"","1","processes both specs and child suites within the same suite","playwrightAdapter","2026-06-13","passed","2026-06-13","","suite hierarchy","",""
"","1","returns without issuing any query for empty input","PgTestCaseRepository (unit)","2026-06-13","passed","2026-06-13","","createMany","",""
"","1","accepts STABLE","isReliabilityState","2026-06-13","passed","2026-06-13","","","",""
"","1","accepts api","isSourceType","2026-06-13","passed","2026-06-13","","","",""
"","1","escalates severity when batch occurrence count crosses a threshold","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","1","emits BROKEN_TESTS_THRESHOLD critical when three tests are BROKEN","getProjectHealth","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","0","returns false for non-pg-shaped input: [Error: boom]","isForeignKeyViolation","2026-06-13","passed","2026-06-13","","","",""
"","1","returns LOW at 1","assignSeverity","2026-06-13","passed","2026-06-13","","LOW — occurrenceCount < 5","",""
"","1","processes a FAILED case with failureType only (no message)","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","2","populates topCriticalIssues when CRITICAL conditions fire","getProjectOverview","2026-06-13","passed","2026-06-13","","topFailurePatterns and topCriticalIssues","",""
"","4","returns the Project entity from repo.create","createProject","2026-06-13","passed","2026-06-13","","","",""
"","3","propagates IngestionFailedError from adapter.parse without calling repos","ingestTestRun","2026-06-13","passed","2026-06-13","","error propagation","",""
"","1","returns null for unmapped input: ""oops""","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","1","wraps a code and message in an { error } envelope","failure","2026-06-13","passed","2026-06-13","","","",""
"","1","does not emit FLAKY_TESTS_HIGH at flakyTestCount=15 (boundary; > 15 required)","detectIssues","2026-06-13","passed","2026-06-13","","FLAKY_TESTS_MODERATE / FLAKY_TESTS_HIGH","",""
"","1","returns STABLE for a single PASSED result","classifyReliability","2026-06-13","passed","2026-06-13","","STABLE classifications","",""
"","2","returns null for unmapped input: {""code"": ""99999""}","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","1","emits BROKEN_TESTS_PRESENT only when brokenTestCount=2","detectIssues","2026-06-13","passed","2026-06-13","","BROKEN_TESTS_PRESENT / BROKEN_TESTS_THRESHOLD","",""
"","2","translates page=2, limit=10 into offset=10","listProjects","2026-06-13","passed","2026-06-13","","","",""
"","1","accepts ERROR","isTestCaseStatus","2026-06-13","passed","2026-06-13","","","",""
"","1","throws IngestionFailedError when testResults array is missing","jestAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","1","detects database category from a SQL error","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","1","preserves code and message strings verbatim","failure","2026-06-13","passed","2026-06-13","","","",""
"","7","maps a unique violation to UniqueConstraintError with constraint and detail","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","91","page 1 (limit 10, offset 0) returns the 10 newest, with total 25","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","pagination over 25 rows","list","",""
"","1","passes the acquired client through to nested repository calls","withTransaction","2026-06-13","passed","2026-06-13","","optional-client composition","",""
"","24","rolls back via withTransaction — no row persists when the tx throws","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","upsertByPattern","",""
"","1","builds pattern from failureType + testName when message is undefined","extractPattern","2026-06-13","passed","2026-06-13","","fallbacks when failureMessage is absent","",""
"","3","maps generic errors to 500 INTERNAL_ERROR without leaking internal details","error-handler plugin","2026-06-13","passed","2026-06-13","","within /api/v1","",""
"","2","forwards the requested id to repo.findById","getProject","2026-06-13","passed","2026-06-13","","","",""
"","1","preserves the suiteName verbatim including embedded separators","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","24","keeps cross-project rows separate even when the pattern text matches","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","upsertByPattern","",""
"","2","throws 404 when project does not exist","getFlakyTests","2026-06-13","passed","2026-06-13","","","",""
"","68","200 HEALTHY when all runs pass and no flaky/broken tests","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","returns WARNING for brokenTestCount = 2","evaluateHealth","2026-06-13","passed","2026-06-13","","WARNING","",""
"","27","warnings array stays empty after ingesting only PASSED cases","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","1","produces the same pattern for two messages differing only in numeric values","extractPattern","2026-06-13","passed","2026-06-13","","pattern stability","",""
"","2","falls back to the message attribute when element text is absent","junitXmlAdapter","2026-06-13","passed","2026-06-13","","failure and error extraction","",""
"","1","returns HIGH at exactly 20","assignSeverity","2026-06-13","passed","2026-06-13","","HIGH — occurrenceCount >= 20","",""
"","1","defaults case metadata to {} when absent","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","field defaults","",""
"","27","200 returns empty when all tests are stable","GET /api/v1/projects/:projectId/flaky-tests (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","returns STABLE for SKIPPED mixed with PASSED (SKIPPED ignored)","classifyReliability","2026-06-13","passed","2026-06-13","","STABLE classifications","",""
"","21","maps null category column to undefined on the entity","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","14","detects timeout category from ""timed out""","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","1","preserves status FAILED through parse","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","status round-trip","",""
"","1","maps a foreign key violation to ForeignKeyError with constraint","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","5","contains the spec-defined values in order","SOURCE_TYPES","2026-06-13","passed","2026-06-13","","","",""
"","2","attaches projectId and the created testRunId to every case","ingestTestRun","2026-06-13","passed","2026-06-13","","field injection from input","",""
"","0","does not mutate inputs","failure","2026-06-13","passed","2026-06-13","","","",""
"","57","200 returns buckets in date ASC order","GET /api/v1/projects/:projectId/failure-trends (integration)","2026-06-13","passed","2026-06-13","","","",""
"","35","surfaces the exact pattern string and severity in topFailurePatterns after ingestion","GET /api/v1/projects/:projectId/overview (integration)","2026-06-13","passed","2026-06-13","","topFailurePatterns and topCriticalIssues","",""
"","1","accepts jest","isSourceType","2026-06-13","passed","2026-06-13","","","",""
"","1","accepts SUCCESS","isTestRunStatus","2026-06-13","passed","2026-06-13","","","",""
"","22","persists the run when withTransaction commits","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","2","throws IngestionFailedError when no testsuite or testsuites root is present","junitXmlAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","29","returns all projects with correct total when items exist","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","200 success","",""
"","1","returns LOW when stale, even with a CRITICAL category","assignSeverity","2026-06-13","passed","2026-06-13","","stale precedence (lastSeenAt > 30 days ago)","",""
"","1","propagates UniqueConstraintError from repo.create without wrapping","createProject","2026-06-13","passed","2026-06-13","","","",""
"","2","returns empty arrays when project is healthy","getProjectHealth","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","2","limits topFlakyTests to 5 items, sorted by failCount DESC","getProjectOverview","2026-06-13","passed","2026-06-13","","","",""
"","1","returns LOW at 0","assignSeverity","2026-06-13","passed","2026-06-13","","LOW — occurrenceCount < 5","",""
"","1","returns false for non-pg-shaped input: undefined","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","30","404 PROJECT_NOT_FOUND for unknown projectId","GET /api/v1/projects/:projectId/overview (integration)","2026-06-13","passed","2026-06-13","","","",""
"","23","404 PROJECT_NOT_FOUND for unknown projectId","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs","",""
"","1","extracts failureType from <error type=...> as well","junitXmlAdapter","2026-06-13","passed","2026-06-13","","failure and error extraction","",""
"","1","filters by status when provided","getRunCases","2026-06-13","passed","2026-06-13","","","",""
"","1","throws IngestionFailedError when body is not an object","jestAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","0","supports ES module syntax","Jest setup","2026-06-13","passed","2026-06-13","","","",""
"","2","forwards limit to the repository","getFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","22","400 when the format field is missing","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","30","200 days filter excludes executions outside the window","GET /api/v1/projects/:projectId/flaky-tests (integration)","2026-06-13","passed","2026-06-13","","","",""
"","1","maps Playwright status passed to PASSED","playwrightAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","3","maps 404 on /api/v1/projects/* to 404 PROJECT_NOT_FOUND","error-handler plugin","2026-06-13","passed","2026-06-13","","within /api/v1","",""
"","4","joins ancestor titles with "" > "" for two-level nesting","playwrightAdapter","2026-06-13","passed","2026-06-13","","suite hierarchy","",""
"","2","classifies WARNING when there is one broken test","getProjectHealth","2026-06-13","passed","2026-06-13","","","",""
"","25","isolates buckets to the requested project","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","3","emits BOTH PASS_RATE_LOW and PASS_RATE_CRITICAL at recentFailureRate=0.25","detectIssues","2026-06-13","passed","2026-06-13","","PASS_RATE_LOW / PASS_RATE_CRITICAL","",""
"","1","throws 404 Run not found when runRepo.findById returns null","getRun","2026-06-13","passed","2026-06-13","","","",""
"","3","returns true for an error with code 23505","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","1","returns false for an error with code 23505","isForeignKeyViolation","2026-06-13","passed","2026-06-13","","","",""
"","33","throws IngestionFailedError when input.kind is xml","jestAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","1","uses the testsuite name attribute as suiteName","junitXmlAdapter","2026-06-13","passed","2026-06-13","","suiteName and fullName","",""
"","23","omits description from the response when the project has no description","GET /api/v1/projects/:projectId (integration)","2026-06-13","passed","2026-06-13","","200 hit","",""
"","2","throws 404 when project does not exist","getProjectOverview","2026-06-13","passed","2026-06-13","","","",""
"","2","processes a FAILED case with failureMessage only (no type)","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","1","emits HIGH_SEVERITY_PATTERN once per HIGH pattern","detectIssues","2026-06-13","passed","2026-06-13","","HIGH_SEVERITY_PATTERN / CRITICAL_SEVERITY_PATTERN","",""
"","26","200 respects the limit query parameter","GET /api/v1/projects/:projectId/failure-patterns (integration)","2026-06-13","passed","2026-06-13","","","",""
"","78","paginates with page=2 and limit=2 across 5 items","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","200 success","",""
"","2","throws IngestionFailedError on malformed XML","junitXmlAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","1","sorts by failCount DESC (most failing first)","getFlakyTests","2026-06-13","passed","2026-06-13","","","",""
"","3","invokes the pattern repo once per distinct failure on FAILED cases","ingestTestRun","2026-06-13","passed","2026-06-13","","failure pattern extraction","",""
"","30","200 returns CaseResponse items for the run","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs/:runId/cases","",""
"","1","accepts HIGH","isFailureSeverity","2026-06-13","passed","2026-06-13","","","",""
"","2","calls patternRepo.listByProject with the correct projectId and a bounded limit","getProjectHealth","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","23","counts PASSED results scoped to the project","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","countByStatus","",""
